SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
GOCLCORP.NS,GOCL Corporation Limited,EQ,26-Jun-14,2,1,INE077F01035,2
GOCOLORS.NS,Go Fashion (India) Limited,EQ,30-Nov-21,10,1,INE0BJS01011,10
GODFRYPHLP.NS,Godfrey Phillips India Limited,EQ,24-Jul-96,2,1,INE260B01028,2
GODHA.NS,Godha Cabcon & Insulation Limited,EQ,24-Dec-20,1,1,INE925Y01036,1
GODREJAGRO.NS,Godrej Agrovet Limited,EQ,16-Oct-17,10,1,INE850D01014,10
GODREJCP.NS,Godrej Consumer Products Limited,EQ,20-Jun-01,1,1,INE102D01028,1
GODREJIND.NS,Godrej Industries Limited,EQ,25-Feb-03,1,1,INE233A01035,1
GODREJPROP.NS,Godrej Properties Limited,EQ,5-Jan-10,5,1,INE484J01027,5
GOKEX.NS,Gokaldas Exports Limited,EQ,27-Apr-05,5,1,INE887G01027,5
GOKUL.NS,Gokul Refoils and Solvent Limited,EQ,4-Jun-08,2,1,INE020J01029,2
GOKULAGRO.NS,Gokul Agro Resources Limited,EQ,11-Mar-16,2,1,INE314T01025,2
GOLDIAM.NS,Goldiam International Limited,EQ,29-Aug-05,2,1,INE025B01025,2
GOLDTECH.NS,Goldstone Technologies Limited,BE,11-Apr-01,10,1,INE805A01014,10
GOODLUCK.NS,Goodluck India Limited,EQ,8-Jan-15,2,1,INE127I01024,2
GOODYEAR.NS,Goodyear India Limited,EQ,28-Dec-94,10,1,INE533A01012,10
GOYALALUM.NS,Goyal Aluminiums Limited,BE,4-Nov-22,1,1,INE705X01026,1
GPIL.NS,Godawari Power And Ispat limited,EQ,25-Apr-06,5,1,INE177H01021,5
GPPL.NS,Gujarat Pipavav Port Limited,EQ,9-Sep-10,10,1,INE517F01014,10
GPTINFRA.NS,GPT Infraprojects Limited,EQ,11-Jul-16,10,1,INE390G01014,10
GRANULES.NS,Granules India Limited,EQ,20-Jun-05,1,1,INE101D01020,1
GRAPHITE.NS,Graphite India Limited,EQ,7-Feb-03,2,1,INE371A01025,2
GRASIM.NS,Grasim Industries Limited,EQ,10-May-95,2,1,INE047A01021,2
GRAUWEIL.NS,Grauer & Weil (India) Limited,EQ,5-Aug-21,1,1,INE266D01021,1
GRAVITA.NS,Gravita India Limited,EQ,16-Nov-10,2,1,INE024L01027,2
GREAVESCOT.NS,Greaves Cotton Limited,EQ,9-Sep-04,2,1,INE224A01026,2
GREENLAM.NS,Greenlam Industries Limited,EQ,2-Mar-15,1,1,INE544R01021,1
GREENPANEL.NS,Greenpanel Industries Limited,EQ,23-Oct-19,1,1,INE08ZM01014,1
GREENPLY.NS,Greenply Industries Limited,EQ,6-Mar-96,1,1,INE461C01038,1
GREENPOWER.NS,Orient Green Power Company Limited,EQ,8-Oct-10,10,1,INE999K01014,10
GRINDWELL.NS,Grindwell Norton Limited,EQ,11-Sep-06,5,1,INE536A01023,5
GRINFRA.NS,G R Infraprojects Limited,EQ,19-Jul-21,5,1,INE201P01022,5
GRMOVER.NS,GRM Overseas Limited,EQ,7-Sep-22,2,1,INE192H01020,2
GROBTEA.NS,The Grob Tea Company Limited,EQ,14-Jul-16,10,1,INE646C01018,10
GRPLTD.NS,GRP Limited,BE,12-Feb-15,10,1,INE137I01015,10
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,EQ,10-Oct-18,10,1,INE382Z01011,10
GRWRHITECH.NS,Garware Hi-Tech Films Limited,EQ,3-Feb-22,10,1,INE291A01017,10
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,EQ,6-Sep-95,2,1,INE026A01025,2
GSLSU.NS,Global Surfaces Limited,EQ,23-Mar-23,10,1,INE0JSX01015,10
GSPL.NS,Gujarat State Petronet Limited,EQ,16-Feb-06,10,1,INE246F01010,10
GSS.NS,GSS Infotech Limited,EQ,7-Mar-08,10,1,INE871H01011,10
GTL.NS,GTL Limited,EQ,29-Mar-95,10,1,INE043A01012,10
GTLINFRA.NS,GTL Infrastructure Limited,EQ,9-Nov-06,10,1,INE221H01019,10
GTPL.NS,GTPL Hathway Limited,EQ,4-Jul-17,10,1,INE869I01013,10
GUFICBIO.NS,Gufic Biosciences Limited,EQ,19-Oct-04,1,1,INE742B01025,1
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,EQ,7-Aug-97,10,1,INE186A01019,10
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,EQ,4-Jun-07,10,1,INE826C01016,10
GUJGASLTD.NS,Gujarat Gas Limited,EQ,15-Sep-15,2,1,INE844O01030,2
GUJRAFFIA.NS,Gujarat Raffia Industries Limited,BE,9-Oct-96,10,1,INE610B01024,10
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,EQ,31-Jul-14,2,1,INE635Q01029,2
GULFPETRO.NS,GP Petroleums Limited,EQ,24-Sep-04,5,1,INE586G01017,5
GULPOLY.NS,Gulshan Polyols Limited,EQ,28-Jan-15,1,1,INE255D01024,1
GVKPIL.NS,GVK Power & Infrastructure Limited,EQ,27-Feb-06,1,1,INE251H01024,1
HAL.NS,Hindustan Aeronautics Limited,EQ,28-Mar-18,10,1,INE066F01012,10
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,EQ,17-Sep-20,2,1,INE419U01012,2
HARDWYN.NS,Hardwyn India Limited,EQ,12-Apr-22,10,1,INE626Z01011,10
HARIOMPIPE.NS,Hariom Pipe Industries Limited,EQ,13-Apr-22,10,1,INE00EV01017,10
HARRMALAYA.NS,Harrisons  Malayalam Limited,EQ,8-Feb-95,10,1,INE544A01019,10
HARSHA.NS,Harsha Engineers International Limited,EQ,26-Sep-22,10,1,INE0JUS01029,10
HATHWAY.NS,Hathway Cable & Datacom Limited,EQ,25-Feb-10,2,1,INE982F01036,2
HATSUN.NS,Hatsun Agro Product Limited,EQ,20-Jun-14,1,1,INE473B01035,1
HAVELLS.NS,Havells India Limited,EQ,21-Mar-01,1,1,INE176B01034,1
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,BE,16-Feb-00,2,1,INE293B01029,2
HBLPOWER.NS,HBL Power Systems Limited,EQ,4-Jan-07,1,1,INE292B01021,1
HBSL.NS,HB Stockholdings Limited,EQ,23-Jul-18,10,1,INE550B01022,10
HCC.NS,Hindustan Construction Company Limited,EQ,1-Apr-03,1,1,INE549A01026,1
HCG.NS,Healthcare Global Enterprises Limited,EQ,30-Mar-16,10,1,INE075I01017,10
HCL-INSYS.NS,HCL Infosystems Limited,EQ,1-Jan-97,2,1,INE236A01020,2
HCLTECH.NS,HCL Technologies Limited,EQ,6-Jan-00,2,1,INE860A01027,2
HDFC.NS,Housing Development Finance Corporation Limited,EQ,23-Oct-96,2,1,INE001A01036,2
HDFCAMC.NS,HDFC Asset Management Company Limited,EQ,6-Aug-18,5,1,INE127D01025,5
HDFCBANK.NS,HDFC Bank Limited,EQ,8-Nov-95,1,1,INE040A01034,1
HDFCLIFE.NS,HDFC Life Insurance Company Limited,EQ,17-Nov-17,10,1,INE795G01014,10
HEADSUP.NS,Heads UP Ventures Limited,EQ,14-Dec-16,10,1,INE759V01019,10
HECPROJECT.NS,HEC Infra Projects Limited,EQ,30-Dec-21,10,1,INE558R01013,10
HEG.NS,HEG Limited,EQ,10-May-95,10,1,INE545A01016,10
HEIDELBERG.NS,HeidelbergCement India Limited,EQ,15-Mar-95,10,1,INE578A01017,10
HEMIPROP.NS,Hemisphere Properties India Limited,EQ,22-Oct-20,10,1,INE0AJG01018,10
HERANBA.NS,Heranba Industries Limited,EQ,5-Mar-21,10,1,INE694N01015,10
HERCULES.NS,Hercules Hoists Limited,EQ,19-Feb-08,1,1,INE688E01024,1
HERITGFOOD.NS,Heritage Foods Limited,EQ,27-Nov-96,5,1,INE978A01027,5
HEROMOTOCO.NS,Hero MotoCorp Limited,EQ,11-Apr-03,2,1,INE158A01026,2
HESTERBIO.NS,Hester Biosciences Limited,EQ,13-Mar-15,10,1,INE782E01017,10
HEUBACHIND.NS,Heubach Colorants India Limited,EQ,14-Jun-95,10,1,INE492A01029,10
HEXATRADEX.NS,Hexa Tradex Limited,EQ,20-Apr-12,2,1,INE750M01017,2
HFCL.NS,HFCL Limited,EQ,9-Mar-11,1,1,INE548A01028,1
HGINFRA.NS,H.G. Infra Engineering Limited,EQ,9-Mar-18,10,1,INE926X01010,10
HGS.NS,Hinduja Global Solutions Limited,EQ,19-Jun-07,10,1,INE170I01016,10
HIKAL.NS,Hikal Limited,EQ,14-Feb-01,2,1,INE475B01022,2
HIL.NS,HIL Limited,EQ,26-Apr-95,10,1,INE557A01011,10
HILTON.NS,Hilton Metal Forging Limited,BE,24-May-07,10,1,INE788H01017,10
HIMATSEIDE.NS,Himatsingka Seide Limited,EQ,8-Feb-95,5,1,INE049A01027,5
HINDALCO.NS,Hindalco Industries Limited,EQ,8-Jan-97,1,1,INE038A01020,1
HINDCOMPOS.NS,Hindustan Composites Limited,EQ,8-May-96,5,1,INE310C01029,5
HINDCON.NS,Hindcon Chemicals Limited,EQ,5-Jul-21,10,1,INE642Y01011,10
HINDCOPPER.NS,Hindustan Copper Limited,EQ,15-Sep-10,5,1,INE531E01026,5
HINDMOTORS.NS,Hindustan Motors Limited,EQ,21-Feb-11,5,1,INE253A01025,5
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,EQ,23-Sep-03,10,1,INE345A01011,10
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,EQ,17-Jun-98,10,1,INE094A01015,10
HINDUNILVR.NS,Hindustan Unilever Limited,EQ,6-Jul-95,1,1,INE030A01027,1
HINDWAREAP.NS,Hindware Home Innovation Limited,EQ,26-Dec-19,2,1,INE05AN01011,2
HINDZINC.NS,Hindustan Zinc Limited,EQ,21-Nov-06,2,1,INE267A01025,2
HIRECT.NS,Hind Rectifiers Limited,EQ,26-Dec-06,2,1,INE835D01023,2
HISARMETAL.NS,Hisar Metal Industries Limited,EQ,5-Jan-17,10,1,INE598C01011,10
HITECH.NS,Hi-Tech Pipes Limited,EQ,7-May-18,1,1,INE106T01025,1
HITECHCORP.NS,Hitech Corporation Limited,EQ,20-Dec-07,10,1,INE120D01012,10
HITECHGEAR.NS,The Hi-Tech Gears Limited,EQ,21-Jan-02,10,1,INE127B01011,10
HLEGLAS.NS,HLE Glascoat Limited,EQ,9-Feb-23,2,1,INE461D01028,2
HLVLTD.NS,HLV LIMITED,EQ,19-Jul-95,2,1,INE102A01024,2
HMT.NS,HMT Limited,BZ,29-Aug-03,10,1,INE262A01018,10
HMVL.NS,Hindustan Media Ventures Limited,EQ,21-Jul-10,10,1,INE871K01015,10
HNDFDS.NS,Hindustan Foods Limited,EQ,19-Aug-19,2,1,INE254N01026,2
HOMEFIRST.NS,Home First Finance Company India Limited,EQ,3-Feb-21,2,1,INE481N01025,2
HONAUT.NS,Honeywell Automation India Limited,EQ,18-Jul-03,10,1,INE671A01010,10
HONDAPOWER.NS,Honda India Power Products Limited,EQ,1-Apr-03,10,1,INE634A01018,10
HOVS.NS,HOV Services Limited,EQ,27-Sep-06,10,1,INE596H01014,10
HPAL.NS,HP Adhesives Limited,EQ,27-Dec-21,10,1,INE0GSL01016,10
HPIL.NS,Hindprakash Industries Limited,BE,7-Nov-22,10,1,INE05X901010,10
HPL.NS,HPL Electric & Power Limited,EQ,4-Oct-16,10,1,INE495S01016,10
HSCL.NS,Himadri Speciality Chemical Limited,EQ,2-Mar-07,1,1,INE019C01026,1
HTMEDIA.NS,HT Media Limited,EQ,1-Sep-05,2,1,INE501G01024,2
HUBTOWN.NS,Hubtown Limited,EQ,7-Feb-07,10,1,INE703H01016,10
HUDCO.NS,Housing & Urban Development Corporation Limited,EQ,19-May-17,10,1,INE031A01017,10
HUHTAMAKI.NS,Huhtamaki India Limited,EQ,1-Oct-04,2,1,INE275B01026,2
HYBRIDFIN.NS,Hybrid Financial Services Limited,EQ,5-Dec-22,5,1,INE965B01022,5
IBREALEST.NS,Indiabulls Real Estate Limited,EQ,23-Mar-07,2,1,INE069I01010,2
IBULHSGFIN.NS,Indiabulls Housing Finance Limited,EQ,23-Jul-13,2,1,INE148I01020,2
ICDSLTD.NS,ICDS Limited,BE,17-Nov-99,10,1,INE613B01010,10
ICEMAKE.NS,Ice Make Refrigeration Limited,EQ,12-Oct-20,10,1,INE520Y01019,10
ICICIBANK.NS,ICICI Bank Limited,EQ,17-Sep-97,2,1,INE090A01021,2
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,EQ,27-Sep-17,10,1,INE765G01017,10
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,EQ,29-Sep-16,10,1,INE726G01019,10
ICIL.NS,Indo Count Industries Limited,EQ,12-Sep-05,2,1,INE483B01026,2
ICRA.NS,ICRA Limited,EQ,13-Apr-07,10,1,INE725G01011,10
IDBI.NS,IDBI Bank Limited,EQ,20-Sep-95,10,1,INE008A01015,10
IDEA.NS,Vodafone Idea Limited,EQ,9-Mar-07,10,1,INE669E01016,10
IDFC.NS,IDFC Limited,EQ,12-Aug-05,10,1,INE043D01016,10
IDFCFIRSTB.NS,IDFC First Bank Limited,EQ,6-Nov-15,10,1,INE092T01019,10
IEL.NS,Indiabulls Enterprises Limited,EQ,27-Dec-22,2,1,INE059901020,2
IEX.NS,Indian Energy Exchange Limited,EQ,23-Oct-17,1,1,INE022Q01020,1
IFBAGRO.NS,IFB Agro Industries Limited,EQ,3-Apr-96,10,1,INE076C01018,10
IFBIND.NS,IFB Industries Limited,EQ,29-Mar-95,10,1,INE559A01017,10
IFCI.NS,IFCI Limited,EQ,26-Apr-95,10,1,INE039A01010,10
IFGLEXPOR.NS,IFGL Refractories Limited,EQ,14-Nov-17,10,1,INE133Y01011,10
IGARASHI.NS,Igarashi Motors India Limited,EQ,9-Oct-03,10,1,INE188B01013,10
IGL.NS,Indraprastha Gas Limited,EQ,26-Dec-03,2,1,INE203G01027,2
IGPL.NS,IG Petrochemicals Limited,EQ,29-Jan-07,10,1,INE204A01010,10
IIFL.NS,IIFL Finance Limited,EQ,17-May-05,2,1,INE530B01024,2
IIFLSEC.NS,IIFL Securities Limited,EQ,20-Sep-19,2,1,INE489L01022,2
IITL.NS,Industrial Investment Trust Limited,EQ,17-Aug-10,10,1,INE886A01014,10
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,BZ,25-Oct-07,10,1,INE369I01014,10
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,BZ,30-Mar-10,10,1,INE975G01012,10
IMAGICAA.NS,Imagicaaworld Entertainment Limited,EQ,6-Apr-15,10,1,INE172N01012,10
IMFA.NS,Indian Metals & Ferro Alloys Limited,EQ,23-Jul-10,10,1,INE919H01018,10
IMPAL.NS,India Motor Parts and Accessories Limited,EQ,7-Oct-05,10,1,INE547E01014,10
IMPEXFERRO.NS,Impex Ferro Tech Limited,BE,3-Feb-05,10,1,INE691G01015,10
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED,EQ,1-Jul-16,10,1,INE452L01012,10
INDBANK.NS,Indbank Merchant Banking Services Limited,EQ,8-Oct-08,10,1,INE841B01017,10
INDHOTEL.NS,The Indian Hotels Company Limited,EQ,3-Jul-96,1,1,INE053A01029,1
INDIACEM.NS,The India Cements Limited,EQ,31-May-00,10,1,INE383A01012,10
INDIAGLYCO.NS,India Glycols Limited,EQ,1-Jul-05,10,1,INE560A01015,10
INDIAMART.NS,Indiamart Intermesh Limited,EQ,4-Jul-19,10,1,INE933S01016,10
INDIANB.NS,Indian Bank,EQ,1-Mar-07,10,1,INE562A01011,10
INDIANCARD.NS,Indian Card Clothing Company Limited,EQ,8-Jan-97,10,1,INE061A01014,10
INDIANHUME.NS,Indian Hume Pipe Company Limited,EQ,30-Aug-95,2,1,INE323C01030,2
INDIGO.NS,InterGlobe Aviation Limited,EQ,10-Nov-15,10,1,INE646L01027,10
INDIGOPNTS.NS,Indigo Paints Limited,EQ,2-Feb-21,10,1,INE09VQ01012,10
INDNIPPON.NS,India Nippon Electricals Limited,EQ,7-May-97,5,1,INE092B01025,5
INDOAMIN.NS,Indo Amines Limited,EQ,29-Apr-22,5,1,INE760F01028,5
INDOBORAX.NS,Indo Borax & Chemicals Limited,EQ,29-Mar-22,1,1,INE803D01021,1
INDOCO.NS,Indoco Remedies Limited,EQ,14-Jan-05,2,1,INE873D01024,2
INDORAMA.NS,Indo Rama Synthetics (India) Limited,EQ,20-Jun-03,10,1,INE156A01020,10
INDOSTAR.NS,IndoStar Capital Finance Limited,BE,21-May-18,10,1,INE896L01010,10
INDOTECH.NS,Indo Tech Transformers Limited,EQ,16-Mar-06,10,1,INE332H01014,10
INDOTHAI.NS,Indo Thai Securities Limited,BE,2-Nov-11,10,1,INE337M01013,10
INDOWIND.NS,Indowind Energy Limited,EQ,14-Sep-07,10,1,INE227G01018,10
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,BE,17-Apr-97,10,1,INE681B01017,10
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,EQ,2-Jul-97,10,1,INE915B01019,10
INDSWFTLTD.NS,Ind-Swift Limited,EQ,18-Oct-04,2,1,INE788B01028,2
INDTERRAIN.NS,Indian Terrain Fashions Limited,EQ,11-Mar-11,2,1,INE611L01021,2
INDUSINDBK.NS,IndusInd Bank Limited,EQ,28-Jan-98,10,1,INE095A01012,10
INDUSTOWER.NS,Indus Towers Limited,EQ,28-Dec-12,10,1,INE121J01017,10
INFIBEAM.NS,Infibeam Avenues Limited,EQ,4-Apr-16,1,1,INE483S01020,1
INFOBEAN.NS,InfoBeans Technologies Limited,EQ,15-Jul-19,10,1,INE344S01016,10
INFOMEDIA.NS,Infomedia Press Limited,EQ,12-Oct-06,10,1,INE669A01022,10
INFY.NS,Infosys Limited,EQ,8-Feb-95,5,1,INE009A01021,5
INGERRAND.NS,Ingersoll Rand (India) Limited,EQ,15-Apr-99,10,1,INE177A01018,10
INOXGREEN.NS,Inox Green Energy Services Limited,EQ,23-Nov-22,10,1,INE510W01014,10
INOXWIND.NS,Inox Wind Limited,EQ,9-Apr-15,10,1,INE066P01011,10
INSECTICID.NS,Insecticides (India) Limited,EQ,30-May-07,10,1,INE070I01018,10
INSPIRISYS.NS,Inspirisys Solutions Limited,BE,30-Oct-06,10,1,INE020G01017,10
INTELLECT.NS,Intellect Design Arena Limited,EQ,18-Dec-14,5,1,INE306R01017,5
INTENTECH.NS,Intense Technologies Limited,EQ,23-Mar-17,2,1,INE781A01025,2
INTLCONV.NS,International Conveyors Limited,EQ,16-Sep-21,1,1,INE575C01027,1
INVENTURE.NS,Inventure Growth & Securities Limited,EQ,4-Aug-11,1,1,INE878H01024,1
IOB.NS,Indian Overseas Bank,EQ,7-Dec-00,10,1,INE565A01014,10
IOC.NS,Indian Oil Corporation Limited,EQ,24-Jul-96,10,1,INE242A01010,10
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,EQ,8-Nov-10,10,1,INE485C01011,10
IONEXCHANG.NS,ION Exchange (India) Limited,EQ,22-Feb-22,10,1,INE570A01014,10
IPCALAB.NS,IPCA Laboratories Limited,EQ,8-Feb-95,1,1,INE571A01038,1
IPL.NS,India Pesticides Limited,EQ,5-Jul-21,1,1,INE0D6701023,1
IRB.NS,IRB Infrastructure Developers Limited,EQ,25-Feb-08,1,1,INE821I01022,1
IRCON.NS,Ircon International Limited,EQ,28-Sep-18,2,1,INE962Y01021,2
IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited,EQ,14-Oct-19,2,1,INE335Y01020,2
IRFC.NS,Indian Railway Finance Corporation Limited,EQ,29-Jan-21,10,1,INE053F01010,10
IRIS.NS,Iris Business Services Limited,EQ,8-Nov-21,10,1,INE864K01010,10
IRISDOREME.NS,Iris Clothings Limited,EQ,22-Feb-21,10,1,INE01GN01017,10
ISEC.NS,ICICI Securities Limited,EQ,4-Apr-18,5,1,INE763G01038,5
ISFT.NS,Intrasoft Technologies Limited,EQ,12-Apr-10,10,1,INE566K01011,10
ISGEC.NS,Isgec Heavy Engineering Limited,EQ,5-May-21,1,1,INE858B01029,1
ISMTLTD.NS,ISMT Limited,EQ,28-Aug-07,5,1,INE732F01019,5
ITC.NS,ITC Limited,EQ,23-Aug-95,1,1,INE154A01025,1
ITDC.NS,India Tourism Development Corporation Limited,EQ,30-Dec-16,10,1,INE353K01014,10
ITDCEM.NS,ITD Cementation India Limited,EQ,10-Feb-99,1,1,INE686A01026,1
ITI.NS,ITI Limited,EQ,15-Sep-03,10,1,INE248A01017,10
IVC.NS,IL&FS Investment Managers Limited,EQ,15-Sep-99,2,1,INE050B01023,2
IVP.NS,IVP Limited,EQ,13-Sep-95,10,1,INE043C01018,10
IWEL.NS,Inox Wind Energy Limited,EQ,11-Jun-21,10,1,INE0FLR01028,10
IZMO.NS,IZMO Limited,EQ,5-Feb-07,10,1,INE848A01014,10
J&KBANK.NS,The Jammu & Kashmir Bank Limited,EQ,22-Jul-98,1,1,INE168A01041,1
JAGRAN.NS,Jagran Prakashan Limited,EQ,22-Feb-06,2,1,INE199G01027,2
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,EQ,1-Mar-00,5,1,INE048B01027,5
JAIBALAJI.NS,Jai Balaji Industries Limited,EQ,9-Dec-03,10,1,INE091G01018,10
JAICORPLTD.NS,Jai Corp Limited,EQ,26-Nov-97,1,1,INE070D01027,1
JAIPURKURT.NS,Nandani Creation Limited,EQ,2-Sep-21,10,1,INE696V01013,10
JAMNAAUTO.NS,Jamna Auto Industries Limited,EQ,10-Dec-10,1,1,INE039C01032,1
JASH.NS,Jash Engineering Limited,EQ,30-Oct-19,10,1,INE039O01011,10
JAYAGROGN.NS,Jayant Agro Organics Limited,EQ,17-Apr-96,5,1,INE785A01026,5
JAYBARMARU.NS,Jay Bharat Maruti Limited,EQ,3-Jan-96,5,1,INE571B01028,5
JAYNECOIND.NS,Jayaswal Neco Industries Limited,EQ,10-May-95,10,1,INE854B01010,10
JAYSREETEA.NS,Jayshree Tea & Industries Limited,EQ,15-Feb-95,5,1,INE364A01020,5
JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,EQ,29-Apr-03,2,1,INE572A01028,2
JBMA.NS,JBM Auto Limited,EQ,17-Dec-04,2,1,INE927D01044,2
JCHAC.NS,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,3-Jan-00,10,1,INE782A01015,10
JETAIRWAYS.NS,Jet Airways (India) Limited,BZ,14-Mar-05,10,1,INE802G01018,10
JETFREIGHT.NS,Jet Freight Logistics Limited,EQ,21-Dec-21,5,1,INE982V01025,5
JHS.NS,JHS Svendgaard Laboratories Limited,EQ,21-Oct-06,10,1,INE544H01014,10
JINDALPHOT.NS,Jindal Photo Limited,EQ,7-Apr-05,10,1,INE796G01012,10
JINDALPOLY.NS,Jindal Poly Films Limited,EQ,21-Jan-02,10,1,INE197D01010,10
JINDALSAW.NS,Jindal Saw Limited,EQ,29-Apr-03,2,1,INE324A01024,2
JINDALSTEL.NS,Jindal Steel & Power Limited,EQ,29-Dec-99,1,1,INE749A01030,1
JINDRILL.NS,Jindal Drilling And Industries Limited,EQ,22-Dec-06,5,1,INE742C01031,5
JINDWORLD.NS,Jindal Worldwide Limited,EQ,25-Nov-10,1,1,INE247D01039,1
JISLDVREQS.NS,Jain Irrigation Systems Limited,EQ,30-Nov-11,2,1,IN9175A01010,2
JISLJALEQS.NS,Jain Irrigation Systems Limited,EQ,13-Aug-01,2,1,INE175A01038,2
JITFINFRA.NS,JITF Infralogistics Limited,BE,27-Feb-17,2,1,INE863T01013,2
JKCEMENT.NS,JK Cement Limited,EQ,14-Mar-06,10,1,INE823G01014,10
JKIL.NS,J.Kumar Infraprojects Limited,EQ,12-Feb-08,5,1,INE576I01022,5
JKLAKSHMI.NS,JK Lakshmi Cement Limited,EQ,19-Jun-06,5,1,INE786A01032,5
JKPAPER.NS,JK Paper Limited,EQ,16-Jun-05,10,1,INE789E01012,10
JKTYRE.NS,JK Tyre & Industries Limited,EQ,19-Mar-07,2,1,INE573A01042,2
JMA.NS,Jullundur Motor Agency (Delhi) Limited,EQ,16-Mar-15,2,1,INE412C01023,2
JMFINANCIL.NS,JM Financial Limited,EQ,10-Oct-06,1,1,INE780C01023,1
JOCIL.NS,Jocil Limited,EQ,8-Oct-08,10,1,INE839G01010,10
JPASSOCIAT.NS,Jaiprakash Associates Limited,EQ,14-Jun-04,2,1,INE455F01025,2
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,EQ,11-Nov-13,10,1,INE147P01019,10
JPPOWER.NS,Jaiprakash Power Ventures Limited,EQ,18-Apr-05,10,1,INE351F01018,10
JSL.NS,Jindal Stainless Limited,EQ,17-Nov-03,2,1,INE220G01021,2
JSWENERGY.NS,JSW Energy Limited,EQ,4-Jan-10,10,1,INE121E01018,10
JSWHL.NS,JSW Holdings Limited,EQ,21-Jun-05,10,1,INE824G01012,10
JSWISPL.NS,JSW Ispat Special Products Limited,EQ,12-Sep-18,10,1,INE743C01021,10
JSWSTEEL.NS,JSW Steel Limited,EQ,23-Mar-05,1,1,INE019A01038,1
JTEKTINDIA.NS,Jtekt India Limited,EQ,12-Jan-04,1,1,INE643A01035,1
JTLIND.NS,JTL INDUSTRIES LIMITED,EQ,23-Dec-21,2,1,INE391J01024,2
JUBLFOOD.NS,Jubilant Foodworks Limited,EQ,8-Feb-10,2,1,INE797F01020,2
JUBLINDS.NS,Jubilant Industries Limited,EQ,14-Feb-11,10,1,INE645L01011,10
JUBLINGREA.NS,Jubilant Ingrevia Limited,EQ,19-Mar-21,1,1,INE0BY001018,1
JUBLPHARMA.NS,Jubilant Pharmova Limited,EQ,16-Jun-03,1,1,INE700A01033,1
JUSTDIAL.NS,Just Dial Limited,EQ,5-Jun-13,10,1,INE599M01018,10
JWL.NS,Jupiter Wagons Limited,EQ,18-Oct-10,10,1,INE209L01016,10
JYOTHYLAB.NS,Jyothy Labs Limited,EQ,19-Dec-07,1,1,INE668F01031,1
JYOTISTRUC.NS,Jyoti Structures Limited,BZ,19-Jul-95,2,1,INE197A01024,2
KABRAEXTRU.NS,Kabra Extrusion Technik Limited,EQ,6-Sep-95,5,1,INE900B01029,5
KAJARIACER.NS,Kajaria Ceramics Limited,EQ,1-Jun-04,1,1,INE217B01036,1
KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited,EQ,13-Dec-95,10,1,INE437B01014,10
KALPATPOWR.NS,Kalpataru Power Transmission Limited,EQ,15-Dec-00,2,1,INE220B01022,2
KALYANI.NS,Kalyani Commercials Limited,BE,13-Feb-17,10,1,INE610E01010,10
KALYANIFRG.NS,Kalyani Forge Limited,BE,20-Dec-07,10,1,INE314G01014,10
KALYANKJIL.NS,Kalyan Jewellers India Limited,EQ,26-Mar-21,10,1,INE303R01014,10
KAMATHOTEL.NS,Kamat Hotels (I) Limited,EQ,29-May-96,10,1,INE967C01018,10
KAMDHENU.NS,Kamdhenu Limited,EQ,9-May-06,10,1,INE390H01012,10
KAMOPAINTS.NS,Kamdhenu Ventures Limited,EQ,24-Jan-23,5,1,INE0BTI01029,5
KANANIIND.NS,Kanani Industries Limited,EQ,14-Dec-11,1,1,INE879E01037,1
KANORICHEM.NS,Kanoria Chemicals & Industries Limited,EQ,8-Feb-95,5,1,INE138C01024,5
KANPRPLA.NS,Kanpur Plastipack Limited,EQ,1-Jan-21,10,1,INE694E01014,10
KANSAINER.NS,Kansai Nerolac Paints Limited,EQ,15-Sep-03,1,1,INE531A01024,1
KAPSTON.NS,Kapston Services Limited,EQ,27-May-20,10,1,INE542Z01010,10
KARMAENG.NS,Karma Energy Limited,BE,28-Jun-11,10,1,INE725L01011,10
